index,cultivable,predicted_class,conf
10576,1,cultivable,0.969
5922,0,non-cultivable,0.687
10102,0,non-cultivable,0.999
11966,1,cultivable,0.998
2162,0,non-cultivable,0.672
7135,1,cultivable,0.879
7256,0,non-cultivable,0.936
6537,0,non-cultivable,0.990
7604,1,cultivable,0.575
8266,0,non-cultivable,0.999
6957,1,cultivable,0.999
6249,1,cultivable,0.665
10451,1,cultivable,0.950
5703,1,cultivable,0.991
4856,1,cultivable,0.994
8525,0,non-cultivable,0.905
12411,1,cultivable,0.989
12139,1,cultivable,0.967
5533,1,cultivable,0.998
12535,1,cultivable,0.950
5705,1,cultivable,0.897
9342,1,cultivable,0.955
8006,1,cultivable,0.933
6150,1,cultivable,1.000
11600,1,cultivable,0.950
12601,1,cultivable,0.950
1185,0,non-cultivable,0.898
4635,0,non-cultivable,1.000
6345,1,cultivable,0.610
8461,1,cultivable,0.998
8993,1,cultivable,0.997
12461,1,cultivable,0.976
8476,1,cultivable,0.999
3134,0,non-cultivable,0.941
2008,0,non-cultivable,0.887
12769,1,cultivable,0.988
3458,0,non-cultivable,0.940
3635,0,non-cultivable,0.510
6803,1,cultivable,0.990
4426,1,cultivable,1.000
150,0,non-cultivable,0.913
7562,0,non-cultivable,0.913
7586,0,non-cultivable,0.995
9028,0,non-cultivable,0.913
8400,0,non-cultivable,0.804
1654,1,cultivable,0.958
9365,1,cultivable,0.716
3909,1,cultivable,1.000
3281,1,cultivable,0.953
3760,1,cultivable,0.989
8784,1,cultivable,0.995
3875,0,non-cultivable,0.549
6389,1,cultivable,0.975
1304,1,cultivable,0.829
5776,1,cultivable,0.951
9839,1,cultivable,0.739
9916,1,cultivable,0.963
9747,1,cultivable,0.997
5668,1,cultivable,0.690
6024,1,cultivable,0.997
5717,1,cultivable,0.993
2897,1,cultivable,0.950
1700,0,non-cultivable,0.874
8477,1,cultivable,0.997
605,1,cultivable,0.676
11777,0,non-cultivable,0.527
10278,1,cultivable,0.840
2550,0,non-cultivable,0.728
5509,0,non-cultivable,0.563
5053,0,non-cultivable,0.965
11265,1,cultivable,0.844
4391,1,cultivable,0.950
72,1,cultivable,0.867
5357,1,cultivable,0.950
1228,0,non-cultivable,0.993
6555,1,cultivable,0.958
8472,1,cultivable,0.993
2449,1,cultivable,0.998
2863,0,non-cultivable,0.869
10973,1,cultivable,0.950
537,0,non-cultivable,0.899
9086,1,cultivable,0.528
7350,0,non-cultivable,0.563
11241,1,cultivable,0.950
10277,1,cultivable,0.759
4951,1,cultivable,0.956
10053,1,cultivable,0.754
9393,1,cultivable,0.624
12633,1,cultivable,0.978
7148,1,cultivable,0.858
9546,1,cultivable,0.679
7162,0,non-cultivable,0.649
9880,1,cultivable,0.950
399,1,cultivable,0.883
6227,1,cultivable,0.951
11895,1,cultivable,0.999
2646,1,cultivable,0.900
8241,0,non-cultivable,0.964
6204,0,non-cultivable,0.999
11311,1,cultivable,0.943
10896,0,non-cultivable,0.991
3433,1,cultivable,1.000
10088,0,non-cultivable,0.603
10032,1,cultivable,0.950
341,1,cultivable,0.966
9800,0,non-cultivable,0.981
8908,0,non-cultivable,0.999
4706,1,cultivable,0.999
9648,0,non-cultivable,1.000
3014,0,non-cultivable,0.716
12944,1,cultivable,0.976
4917,1,cultivable,0.578
11863,1,cultivable,0.977
7768,0,non-cultivable,0.982
11835,1,cultivable,0.996
3918,1,cultivable,0.999
10972,1,cultivable,0.950
9608,1,cultivable,0.829
8829,1,cultivable,0.853
5913,0,non-cultivable,1.000
2565,0,non-cultivable,1.000
2453,1,cultivable,0.941
2595,0,non-cultivable,0.781
9836,0,non-cultivable,0.588
77,1,cultivable,0.553
1027,1,cultivable,0.949
6732,1,cultivable,0.510
7719,0,non-cultivable,0.818
6809,1,cultivable,0.995
9210,0,non-cultivable,1.000
6787,1,cultivable,0.808
11765,1,cultivable,1.000
10074,0,non-cultivable,0.978
4980,1,cultivable,0.958
5173,0,non-cultivable,0.998
2295,1,cultivable,0.896
3203,1,cultivable,0.906
11497,1,cultivable,0.977
773,1,cultivable,0.922
7513,0,non-cultivable,0.992
5678,1,cultivable,0.683
11036,1,cultivable,0.950
3964,0,non-cultivable,0.972
8524,0,non-cultivable,0.838
4535,1,cultivable,0.944
5719,1,cultivable,0.969
12133,1,cultivable,0.996
524,1,cultivable,0.992
2352,0,non-cultivable,0.942
7624,1,cultivable,0.537
7982,1,cultivable,0.997
767,0,non-cultivable,0.762
12588,1,cultivable,0.952
881,1,cultivable,0.942
10754,1,cultivable,0.949
5206,1,cultivable,0.950
12193,1,cultivable,0.996
1894,1,cultivable,0.729
3476,0,non-cultivable,0.995
7443,1,cultivable,0.562
1342,0,non-cultivable,1.000
969,0,non-cultivable,0.727
9038,0,non-cultivable,0.977
11475,1,cultivable,0.950
8641,1,cultivable,0.999
1595,1,cultivable,0.997
5523,1,cultivable,0.778
5145,1,cultivable,0.975
9704,1,cultivable,0.995
5155,1,cultivable,0.982
2984,0,non-cultivable,0.970
7127,1,cultivable,0.950
4376,0,non-cultivable,0.757
5184,0,non-cultivable,0.995
12187,1,cultivable,1.000
7777,0,non-cultivable,0.848
186,0,non-cultivable,0.993
2402,1,cultivable,0.965
6055,0,non-cultivable,0.995
9568,1,cultivable,1.000
8485,0,non-cultivable,0.988
10228,0,non-cultivable,0.975
614,1,cultivable,0.780
6406,1,cultivable,0.810
2484,0,non-cultivable,0.996
12332,1,cultivable,0.950
1558,0,non-cultivable,0.597
11602,0,non-cultivable,0.656
3543,0,non-cultivable,0.659
308,1,cultivable,0.602
11163,1,cultivable,0.950
716,1,cultivable,0.695
474,1,cultivable,0.773
11620,1,cultivable,0.966
10421,1,cultivable,0.950
1142,0,non-cultivable,0.866
855,1,cultivable,0.971
6969,1,cultivable,1.000
845,1,cultivable,0.964
5317,0,non-cultivable,1.000
8456,1,cultivable,0.533
5654,0,non-cultivable,0.554
4624,0,non-cultivable,0.999
11702,1,cultivable,0.974
6859,0,non-cultivable,0.989
8285,0,non-cultivable,0.552
8970,1,cultivable,0.590
9604,1,cultivable,0.828
4904,0,non-cultivable,0.991
3537,1,cultivable,0.979
666,1,cultivable,0.843
9075,0,non-cultivable,0.998
4879,1,cultivable,0.819
4066,1,cultivable,0.824
12483,1,cultivable,0.950
884,0,non-cultivable,0.546
2264,1,cultivable,0.981
7142,1,cultivable,0.999
4328,1,cultivable,0.930
1093,1,cultivable,0.838
4262,1,cultivable,0.950
96,0,non-cultivable,0.964
3525,1,cultivable,0.949
1643,1,cultivable,0.964
10034,1,cultivable,0.946
15,1,cultivable,0.992
8046,1,cultivable,0.924
7723,0,non-cultivable,0.939
5501,1,cultivable,0.950
11948,1,cultivable,0.731
2713,0,non-cultivable,0.998
693,0,non-cultivable,0.907
3079,1,cultivable,0.978
7990,1,cultivable,0.998
2850,0,non-cultivable,0.992
4768,0,non-cultivable,1.000
11625,1,cultivable,0.950
10618,0,non-cultivable,0.996
7210,0,non-cultivable,0.997
1282,0,non-cultivable,0.962
2983,0,non-cultivable,0.979
736,1,cultivable,0.961
8505,0,non-cultivable,0.915
771,1,cultivable,0.794
3409,1,cultivable,0.839
2336,0,non-cultivable,0.989
10307,1,cultivable,0.950
12765,1,cultivable,0.950
3744,1,cultivable,0.525
1052,1,cultivable,0.665
5548,1,cultivable,1.000
1887,1,cultivable,0.852
10600,0,non-cultivable,1.000
7917,0,non-cultivable,0.988
11463,1,cultivable,0.999
11379,1,cultivable,0.923
7403,0,non-cultivable,0.892
8937,1,cultivable,0.594
6823,1,cultivable,0.972
11538,1,cultivable,0.976
12500,1,cultivable,0.972
9149,1,cultivable,0.946
2973,0,non-cultivable,1.000
91,1,cultivable,0.662
9085,1,cultivable,0.850
11349,0,non-cultivable,0.500
9970,0,non-cultivable,0.831
4424,1,cultivable,1.000
8507,1,cultivable,0.962
5970,0,non-cultivable,0.548
926,1,cultivable,0.989
4548,1,cultivable,0.743
4985,1,cultivable,0.956
5906,0,non-cultivable,1.000
12466,1,cultivable,0.991
4049,1,cultivable,1.000
12291,1,cultivable,0.950
6868,0,non-cultivable,0.987
11041,1,cultivable,0.752
10258,1,cultivable,0.870
3330,1,cultivable,0.999
3300,0,non-cultivable,0.719
10377,0,non-cultivable,1.000
12379,1,cultivable,0.951
11396,1,cultivable,0.989
3411,1,cultivable,0.953
12375,1,cultivable,0.952
8351,1,cultivable,1.000
1061,1,cultivable,0.825
2966,0,non-cultivable,1.000
5224,1,cultivable,0.950
6658,1,cultivable,0.941
8243,0,non-cultivable,0.787
12671,1,cultivable,0.950
3675,1,cultivable,0.986
7759,0,non-cultivable,1.000
7920,0,non-cultivable,0.999
10052,1,cultivable,0.763
986,1,cultivable,0.834
3301,0,non-cultivable,0.600
7320,0,non-cultivable,0.582
4592,1,cultivable,1.000
6938,1,cultivable,0.998
2301,0,non-cultivable,0.998
9327,1,cultivable,0.952
4508,0,non-cultivable,0.552
6050,0,non-cultivable,1.000
8257,0,non-cultivable,0.994
12701,1,cultivable,0.953
5050,1,cultivable,0.990
2382,1,cultivable,0.902
3601,0,non-cultivable,0.997
7008,0,non-cultivable,1.000
11118,0,non-cultivable,0.994
5714,1,cultivable,0.520
8172,1,cultivable,0.987
1340,0,non-cultivable,0.999
5881,1,cultivable,0.991
10175,1,cultivable,0.950
7329,1,cultivable,0.903
798,1,cultivable,0.933
9184,0,non-cultivable,0.546
10929,0,non-cultivable,0.995
2785,1,cultivable,0.792
9150,1,cultivable,0.996
12833,1,cultivable,0.950
3480,0,non-cultivable,0.994
4020,1,cultivable,0.950
3088,0,non-cultivable,0.985
3261,0,non-cultivable,0.908
9220,0,non-cultivable,0.995
8962,0,non-cultivable,0.699
1225,1,cultivable,0.896
5531,1,cultivable,0.959
3921,1,cultivable,0.999
2699,0,non-cultivable,1.000
2491,1,cultivable,0.957
3652,0,non-cultivable,0.507
4919,0,non-cultivable,0.974
6397,1,cultivable,0.987
10678,1,cultivable,0.985
10312,1,cultivable,0.950
4755,0,non-cultivable,0.990
977,1,cultivable,0.825
11608,1,cultivable,0.950
10644,1,cultivable,0.971
12527,1,cultivable,0.951
7946,1,cultivable,0.769
3165,1,cultivable,0.950
4209,1,cultivable,0.741
12597,1,cultivable,0.981
11844,1,cultivable,0.591
6257,1,cultivable,0.974
232,0,non-cultivable,0.745
4857,1,cultivable,0.608
12313,1,cultivable,0.951
5292,1,cultivable,0.988
4063,1,cultivable,0.999
8159,1,cultivable,0.995
7046,0,non-cultivable,0.975
3997,1,cultivable,0.734
6582,1,cultivable,0.797
11488,1,cultivable,0.994
11441,0,non-cultivable,0.985
851,1,cultivable,0.945
10051,1,cultivable,0.541
12308,1,cultivable,0.959
2322,0,non-cultivable,0.654
9921,0,non-cultivable,0.971
12676,1,cultivable,0.991
11460,1,cultivable,0.988
3346,1,cultivable,0.878
2197,1,cultivable,0.795
7070,1,cultivable,0.548
11768,1,cultivable,0.999
7307,1,cultivable,0.994
4499,1,cultivable,0.970
4998,1,cultivable,0.986
7395,0,non-cultivable,0.616
9531,0,non-cultivable,0.902
9876,1,cultivable,0.950
11099,1,cultivable,0.966
1713,1,cultivable,1.000
4792,1,cultivable,0.950
11103,0,non-cultivable,0.932
10779,1,cultivable,0.950
7773,0,non-cultivable,0.981
4200,1,cultivable,0.905
3535,1,cultivable,0.981
9825,1,cultivable,0.801
5226,1,cultivable,0.992
11797,1,cultivable,0.960
3114,0,non-cultivable,0.672
12871,1,cultivable,0.939
6928,0,non-cultivable,0.628
10749,1,cultivable,0.996
5966,1,cultivable,0.990
3904,1,cultivable,0.801
3211,1,cultivable,0.901
1818,0,non-cultivable,0.985
11999,1,cultivable,0.950
2317,1,cultivable,1.000
6640,1,cultivable,0.977
683,1,cultivable,0.997
9182,1,cultivable,0.810
971,0,non-cultivable,0.848
6884,0,non-cultivable,0.991
4490,0,non-cultivable,1.000
4144,1,cultivable,0.950
4406,1,cultivable,0.980
7149,1,cultivable,0.966
9978,0,non-cultivable,0.713
852,1,cultivable,0.605
2105,0,non-cultivable,0.768
1626,0,non-cultivable,0.594
3384,0,non-cultivable,0.930
375,1,cultivable,0.564
12932,1,cultivable,0.964
4247,0,non-cultivable,0.982
11757,1,cultivable,0.997
4161,1,cultivable,1.000
11763,1,cultivable,0.994
4019,1,cultivable,0.950
7560,0,non-cultivable,1.000
613,0,non-cultivable,0.776
10486,0,non-cultivable,1.000
1441,0,non-cultivable,0.980
11197,1,cultivable,0.527
3010,0,non-cultivable,0.840
9740,1,cultivable,0.998
7098,1,cultivable,0.995
10385,0,non-cultivable,0.826
11575,0,non-cultivable,0.892
10281,1,cultivable,0.819
8785,1,cultivable,0.996
3117,0,non-cultivable,0.995
3869,0,non-cultivable,0.819
9002,0,non-cultivable,0.885
10460,0,non-cultivable,0.585
1285,1,cultivable,0.726
10895,0,non-cultivable,1.000
4459,1,cultivable,0.993
4368,1,cultivable,1.000
2456,0,non-cultivable,1.000
9779,0,non-cultivable,0.997
8169,1,cultivable,0.966
10081,0,non-cultivable,0.991
4790,1,cultivable,0.950
3039,0,non-cultivable,0.592
2640,1,cultivable,0.503
3189,1,cultivable,1.000
1353,0,non-cultivable,1.000
9928,0,non-cultivable,1.000
9599,1,cultivable,0.984
5868,1,cultivable,0.998
3412,1,cultivable,0.963
7729,0,non-cultivable,0.982
7129,1,cultivable,0.950
227,0,non-cultivable,0.899
7627,1,cultivable,0.699
11111,0,non-cultivable,0.999
1477,1,cultivable,0.996
1398,0,non-cultivable,0.569
7751,0,non-cultivable,0.731
12208,1,cultivable,0.917
970,1,cultivable,0.903
9415,1,cultivable,0.981
7458,0,non-cultivable,0.603
5849,1,cultivable,0.705
3521,1,cultivable,0.703
1256,1,cultivable,1.000
6344,1,cultivable,0.679
2350,1,cultivable,0.911
3099,0,non-cultivable,1.000
5420,1,cultivable,0.948
11735,1,cultivable,0.988
5167,0,non-cultivable,0.948
6840,1,cultivable,0.652
1443,0,non-cultivable,1.000
12297,1,cultivable,0.998
5620,0,non-cultivable,0.998
4323,1,cultivable,1.000
4876,0,non-cultivable,0.919
4437,1,cultivable,0.999
6553,1,cultivable,0.989
4938,1,cultivable,0.950
11961,1,cultivable,0.998
2840,0,non-cultivable,0.993
5080,1,cultivable,0.951
7609,0,non-cultivable,0.890
7435,0,non-cultivable,0.978
12260,1,cultivable,0.992
5254,1,cultivable,1.000
11055,1,cultivable,0.973
3544,1,cultivable,0.710
83,1,cultivable,0.980
10869,1,cultivable,0.950
10300,1,cultivable,0.950
12159,1,cultivable,0.974
5183,0,non-cultivable,0.999
5490,1,cultivable,0.950
8875,1,cultivable,0.592
4754,0,non-cultivable,1.000
6452,1,cultivable,0.998
2450,0,non-cultivable,0.552
5951,1,cultivable,0.891
12805,1,cultivable,0.950
7951,0,non-cultivable,0.500
6374,0,non-cultivable,1.000
4287,1,cultivable,0.966
10478,0,non-cultivable,0.989
7188,1,cultivable,0.916
2748,1,cultivable,0.999
9615,1,cultivable,0.931
4691,1,cultivable,0.946
7181,1,cultivable,0.788
8087,0,non-cultivable,0.999
4958,1,cultivable,0.643
3553,1,cultivable,1.000
11720,1,cultivable,0.977
3629,0,non-cultivable,0.835
4911,0,non-cultivable,0.641
12816,1,cultivable,0.996
3879,1,cultivable,0.649
6871,0,non-cultivable,1.000
2349,1,cultivable,0.657
9620,1,cultivable,0.921
1780,1,cultivable,0.522
10511,1,cultivable,0.699
2294,0,non-cultivable,0.518
1765,1,cultivable,0.845
6031,1,cultivable,0.665
7980,1,cultivable,0.997
6653,0,non-cultivable,0.927
8659,0,non-cultivable,0.570
1189,0,non-cultivable,0.960
3551,1,cultivable,1.000
4848,1,cultivable,1.000
1098,0,non-cultivable,1.000
10537,1,cultivable,0.689
2590,0,non-cultivable,0.999
5983,1,cultivable,1.000
9508,0,non-cultivable,1.000
11872,1,cultivable,0.954
1014,1,cultivable,0.934
12076,1,cultivable,0.976
11571,1,cultivable,0.697
2962,0,non-cultivable,0.914
1063,1,cultivable,0.914
9376,0,non-cultivable,0.989
8684,0,non-cultivable,0.955
10437,1,cultivable,0.950
2310,0,non-cultivable,0.817
6846,1,cultivable,0.970
8348,1,cultivable,0.834
5089,1,cultivable,0.929
11883,1,cultivable,0.981
4605,1,cultivable,0.916
6176,1,cultivable,0.981
2176,0,non-cultivable,0.999
5081,1,cultivable,0.951
12427,1,cultivable,0.950
10733,0,non-cultivable,0.772
8526,0,non-cultivable,0.980
4047,1,cultivable,1.000
5709,0,non-cultivable,0.896
8948,1,cultivable,0.985
1753,1,cultivable,0.960
889,0,non-cultivable,0.729
5579,1,cultivable,0.958
8490,1,cultivable,0.967
10076,0,non-cultivable,1.000
4399,1,cultivable,0.950
7765,0,non-cultivable,0.983
3232,0,non-cultivable,1.000
5754,0,non-cultivable,0.998
11554,1,cultivable,0.950
6231,1,cultivable,0.950
11864,1,cultivable,0.994
6065,0,non-cultivable,1.000
7547,0,non-cultivable,0.518
166,0,non-cultivable,0.898
9891,1,cultivable,0.977
1472,0,non-cultivable,0.791
9068,0,non-cultivable,0.988
5527,1,cultivable,0.960
1300,1,cultivable,0.788
3583,1,cultivable,0.977
6620,1,cultivable,0.993
9005,1,cultivable,0.798
11922,1,cultivable,0.950
6020,1,cultivable,0.993
2083,0,non-cultivable,0.903
7224,0,non-cultivable,0.870
3993,0,non-cultivable,0.948
12155,1,cultivable,0.763
5428,1,cultivable,0.998
6752,1,cultivable,0.545
1334,0,non-cultivable,0.999
3609,1,cultivable,0.903
1022,0,non-cultivable,0.999
5740,0,non-cultivable,1.000
1428,1,cultivable,0.786
1910,1,cultivable,0.893
7949,1,cultivable,0.870
4109,1,cultivable,0.999
1992,1,cultivable,0.777
12675,1,cultivable,0.951
3320,1,cultivable,0.993
441,1,cultivable,0.720
6595,1,cultivable,0.956
7462,0,non-cultivable,0.909
7368,1,cultivable,0.976
9869,1,cultivable,0.938
6526,0,non-cultivable,1.000
2555,1,cultivable,0.599
5808,1,cultivable,0.753
648,1,cultivable,0.550
1828,1,cultivable,0.976
10622,1,cultivable,0.695
669,0,non-cultivable,0.524
11766,1,cultivable,0.999
540,0,non-cultivable,0.649
9024,1,cultivable,0.974
9553,1,cultivable,0.985
8625,1,cultivable,0.994
6626,1,cultivable,0.933
3282,1,cultivable,0.721
4339,1,cultivable,0.821
3319,1,cultivable,0.995
7567,0,non-cultivable,1.000
12035,1,cultivable,0.998
3066,1,cultivable,0.998
3507,0,non-cultivable,0.912
6197,0,non-cultivable,0.982
2617,1,cultivable,0.937
4175,1,cultivable,0.998
9703,1,cultivable,0.993
11113,0,non-cultivable,0.989
6209,0,non-cultivable,0.999
1602,1,cultivable,0.889
5368,1,cultivable,0.929
786,1,cultivable,0.833
4731,1,cultivable,0.992
7840,0,non-cultivable,0.931
11267,1,cultivable,0.970
12397,1,cultivable,0.956
12176,1,cultivable,0.952
1994,1,cultivable,0.750
5130,1,cultivable,0.958
8778,1,cultivable,0.811
5346,1,cultivable,0.950
5007,1,cultivable,0.996
2598,0,non-cultivable,0.997
5369,1,cultivable,0.805
9538,0,non-cultivable,0.914
11382,1,cultivable,0.831
11804,1,cultivable,0.986
12414,1,cultivable,0.973
8773,1,cultivable,0.667
6237,1,cultivable,0.984
197,0,non-cultivable,0.914
7521,0,non-cultivable,0.963
4833,1,cultivable,1.000
5043,0,non-cultivable,1.000
1082,1,cultivable,1.000
1004,0,non-cultivable,0.998
12820,1,cultivable,0.989
302,0,non-cultivable,0.847
3427,1,cultivable,1.000
7358,0,non-cultivable,0.887
6686,0,non-cultivable,0.892
9965,0,non-cultivable,0.714
10360,0,non-cultivable,0.997
4104,0,non-cultivable,0.979
6189,0,non-cultivable,0.905
3962,0,non-cultivable,0.994
6290,1,cultivable,1.000
5602,0,non-cultivable,1.000
10359,0,non-cultivable,1.000
11128,1,cultivable,0.885
10071,0,non-cultivable,0.998
10916,0,non-cultivable,1.000
12300,1,cultivable,0.992
10101,0,non-cultivable,0.995
2618,0,non-cultivable,0.865
3749,0,non-cultivable,0.905
12662,1,cultivable,0.951
481,1,cultivable,0.943
2753,1,cultivable,0.796
706,0,non-cultivable,0.632
11898,1,cultivable,0.999
1436,1,cultivable,0.830
779,1,cultivable,0.882
5737,0,non-cultivable,0.991
6203,0,non-cultivable,0.992
70,1,cultivable,0.940
9363,0,non-cultivable,1.000
246,0,non-cultivable,0.988
12623,1,cultivable,0.985
3391,0,non-cultivable,0.790
7678,1,cultivable,0.888
60,1,cultivable,0.622
5987,1,cultivable,1.000
4457,1,cultivable,0.998
12730,1,cultivable,0.950
2930,1,cultivable,1.000
2925,1,cultivable,0.776
8772,1,cultivable,0.545
11744,1,cultivable,0.760
4098,0,non-cultivable,1.000
11579,1,cultivable,0.779
7317,1,cultivable,0.997
8576,0,non-cultivable,1.000
8579,0,non-cultivable,1.000
624,1,cultivable,0.971
10383,1,cultivable,0.579
2465,0,non-cultivable,0.951
6,1,cultivable,0.550
10063,1,cultivable,0.621
8702,1,cultivable,0.969
1021,1,cultivable,0.770
7598,0,non-cultivable,0.815
6381,1,cultivable,0.995
9102,1,cultivable,0.999
1580,0,non-cultivable,0.930
10134,1,cultivable,0.999
2443,0,non-cultivable,0.895
5772,0,non-cultivable,0.997
645,0,non-cultivable,0.967
12551,1,cultivable,0.975
7169,0,non-cultivable,1.000
11328,1,cultivable,0.950
4868,1,cultivable,0.996
11694,1,cultivable,0.990
7144,1,cultivable,0.999
7482,1,cultivable,0.995
12634,1,cultivable,0.959
10430,1,cultivable,0.991
5264,1,cultivable,0.991
2526,1,cultivable,0.991
11781,1,cultivable,0.562
4687,1,cultivable,0.978
9480,0,non-cultivable,0.860
11361,0,non-cultivable,0.979
2847,0,non-cultivable,0.999
10909,0,non-cultivable,0.998
3639,1,cultivable,0.889
931,0,non-cultivable,0.997
12581,1,cultivable,0.993
7938,1,cultivable,0.740
12336,1,cultivable,0.950
10806,0,non-cultivable,1.000
3747,0,non-cultivable,0.853
7499,1,cultivable,0.967
3878,0,non-cultivable,0.505
12782,1,cultivable,0.953
4018,1,cultivable,0.950
1182,0,non-cultivable,0.707
2877,1,cultivable,0.680
12157,1,cultivable,0.924
3316,1,cultivable,0.924
11949,1,cultivable,0.984
4679,1,cultivable,0.860
2246,1,cultivable,0.515
4398,1,cultivable,0.950
8202,0,non-cultivable,0.998
7440,0,non-cultivable,0.772
220,0,non-cultivable,0.570
7415,0,non-cultivable,0.913
5280,1,cultivable,0.999
11315,1,cultivable,0.999
2529,1,cultivable,0.994
4541,1,cultivable,0.991
1609,0,non-cultivable,0.993
8119,0,non-cultivable,0.890
10533,1,cultivable,0.903
1010,1,cultivable,0.706
12545,1,cultivable,0.954
5012,1,cultivable,0.796
11320,1,cultivable,0.950
115,1,cultivable,0.544
1950,1,cultivable,1.000
6569,0,non-cultivable,0.590
12420,1,cultivable,0.958
9881,1,cultivable,0.950
3685,1,cultivable,0.990
11555,1,cultivable,0.950
6412,0,non-cultivable,0.746
10812,0,non-cultivable,1.000
512,1,cultivable,0.990
2149,1,cultivable,0.644
1772,1,cultivable,0.849
4106,0,non-cultivable,0.975
8681,0,non-cultivable,0.999
9187,0,non-cultivable,0.863
11737,1,cultivable,0.848
6075,1,cultivable,0.950
6643,1,cultivable,0.812
9791,0,non-cultivable,0.988
9170,1,cultivable,0.825
3882,1,cultivable,0.932
6981,1,cultivable,0.947
1883,0,non-cultivable,0.848
1856,1,cultivable,0.593
484,1,cultivable,0.948
7218,0,non-cultivable,1.000
12184,1,cultivable,0.997
739,1,cultivable,0.996
3461,0,non-cultivable,0.974
3848,0,non-cultivable,1.000
8120,1,cultivable,0.813
2057,0,non-cultivable,0.996
1848,0,non-cultivable,0.989
5587,0,non-cultivable,0.904
3545,1,cultivable,0.996
7587,0,non-cultivable,1.000
6734,1,cultivable,0.535
6454,1,cultivable,1.000
8408,0,non-cultivable,0.999
10679,1,cultivable,0.882
7860,0,non-cultivable,1.000
5947,1,cultivable,0.663
8548,1,cultivable,0.998
5265,1,cultivable,0.996
3923,1,cultivable,0.630
8747,0,non-cultivable,0.995
4736,1,cultivable,0.979
8620,1,cultivable,0.896
11727,1,cultivable,0.953
6153,1,cultivable,0.972
12268,1,cultivable,0.952
12112,1,cultivable,0.950
429,0,non-cultivable,0.501
1201,0,non-cultivable,0.556
6275,1,cultivable,0.948
615,1,cultivable,0.992
9343,0,non-cultivable,0.530
3678,1,cultivable,0.990
7060,0,non-cultivable,0.977
12108,1,cultivable,0.950
10059,0,non-cultivable,0.670
11176,0,non-cultivable,0.947
944,0,non-cultivable,0.627
7072,1,cultivable,0.679
2873,0,non-cultivable,0.557
8060,1,cultivable,0.690
3780,0,non-cultivable,0.568
12606,1,cultivable,0.950
1254,0,non-cultivable,0.596
4683,1,cultivable,0.999
6644,0,non-cultivable,0.852
6878,0,non-cultivable,0.928
4203,0,non-cultivable,0.996
3440,1,cultivable,1.000
7032,1,cultivable,0.602
2021,1,cultivable,0.911
5097,0,non-cultivable,0.753
7266,1,cultivable,0.858
10659,1,cultivable,0.950
2351,1,cultivable,0.942
10035,1,cultivable,0.959
831,1,cultivable,0.959
8632,1,cultivable,0.997
3416,1,cultivable,0.963
1375,0,non-cultivable,0.672
5615,0,non-cultivable,0.841
4786,1,cultivable,0.960
576,1,cultivable,0.929
1395,0,non-cultivable,0.626
9655,0,non-cultivable,0.999
1579,0,non-cultivable,0.968
11910,1,cultivable,0.846
10325,1,cultivable,0.969
7537,1,cultivable,0.698
820,1,cultivable,0.721
5107,1,cultivable,1.000
12840,1,cultivable,0.998
10853,1,cultivable,0.832
11672,1,cultivable,0.949
1278,0,non-cultivable,0.960
421,1,cultivable,0.993
8144,1,cultivable,0.980
505,1,cultivable,0.904
7339,0,non-cultivable,0.856
5894,0,non-cultivable,0.998
2513,1,cultivable,0.900
2178,0,non-cultivable,0.939
5233,1,cultivable,0.656
8325,1,cultivable,0.826
7376,1,cultivable,0.524
7099,0,non-cultivable,0.668
475,1,cultivable,0.816
2514,1,cultivable,0.976
5948,1,cultivable,0.741
4570,1,cultivable,0.999
11924,1,cultivable,0.950
7761,0,non-cultivable,0.770
8209,0,non-cultivable,0.882
4336,1,cultivable,0.857
9198,0,non-cultivable,1.000
3431,1,cultivable,1.000
2603,1,cultivable,0.543
11418,1,cultivable,0.874
11774,1,cultivable,0.988
10036,1,cultivable,0.950
8436,1,cultivable,0.757
2512,1,cultivable,0.876
2194,1,cultivable,0.966
5191,0,non-cultivable,0.960
8646,0,non-cultivable,0.989
2725,0,non-cultivable,1.000
478,0,non-cultivable,0.796
5389,1,cultivable,0.951
8438,0,non-cultivable,0.770
8662,1,cultivable,0.630
8865,1,cultivable,0.993
6634,1,cultivable,1.000
11495,1,cultivable,0.737
4576,1,cultivable,0.982
4805,1,cultivable,0.978
582,0,non-cultivable,0.995
7231,0,non-cultivable,1.000
11689,1,cultivable,0.996
3531,0,non-cultivable,0.644
7385,0,non-cultivable,0.996
11750,1,cultivable,0.999
405,0,non-cultivable,0.954
3278,1,cultivable,0.917
1473,0,non-cultivable,0.827
1413,0,non-cultivable,0.965
6432,1,cultivable,0.974
5520,1,cultivable,0.852
2128,1,cultivable,0.748
8902,0,non-cultivable,0.999
3076,1,cultivable,0.991
98,0,non-cultivable,0.873
6267,1,cultivable,0.741
11987,1,cultivable,0.950
1718,1,cultivable,0.572
5161,0,non-cultivable,0.999
11420,1,cultivable,0.827
5863,1,cultivable,0.972
7813,1,cultivable,0.998
6286,1,cultivable,0.761
11422,1,cultivable,0.921
12485,1,cultivable,0.951
8894,0,non-cultivable,1.000
9550,1,cultivable,0.877
7633,1,cultivable,0.786
2287,1,cultivable,0.548
7844,1,cultivable,0.918
4034,1,cultivable,1.000
11091,1,cultivable,0.911
8920,1,cultivable,0.892
