index,cultivable,predicted_class,conf
521,1,cultivable,0.863
6959,1,cultivable,0.982
9732,1,cultivable,0.950
3595,0,non-cultivable,0.989
6407,1,cultivable,0.833
5724,1,cultivable,0.806
6276,1,cultivable,0.955
2859,0,non-cultivable,0.981
5087,1,cultivable,0.992
6688,0,non-cultivable,0.992
11127,1,cultivable,0.734
7527,0,non-cultivable,1.000
1882,1,cultivable,0.768
3756,0,non-cultivable,0.533
12652,1,cultivable,0.984
10598,0,non-cultivable,0.999
3690,1,cultivable,0.930
7911,0,non-cultivable,1.000
12866,1,cultivable,0.951
5484,1,cultivable,0.543
3990,0,non-cultivable,0.964
6488,1,cultivable,0.821
8073,0,non-cultivable,0.987
2399,1,cultivable,0.978
11430,0,non-cultivable,0.607
12638,1,cultivable,0.950
10666,1,cultivable,0.950
2133,1,cultivable,0.782
3291,1,cultivable,0.954
12548,1,cultivable,0.983
2356,1,cultivable,0.666
1944,1,cultivable,0.996
4594,1,cultivable,1.000
9919,0,non-cultivable,0.900
4659,1,cultivable,0.950
4320,1,cultivable,1.000
11646,0,non-cultivable,0.786
8703,1,cultivable,0.996
5435,1,cultivable,0.999
494,0,non-cultivable,0.966
265,1,cultivable,0.738
6813,1,cultivable,0.980
7068,1,cultivable,0.768
10068,0,non-cultivable,0.745
7483,1,cultivable,0.981
303,1,cultivable,0.930
10335,1,cultivable,0.983
7031,1,cultivable,1.000
2208,0,non-cultivable,0.898
10619,0,non-cultivable,0.999
5114,1,cultivable,0.999
12818,1,cultivable,0.950
12314,1,cultivable,0.948
1995,1,cultivable,0.870
4567,1,cultivable,1.000
3138,0,non-cultivable,0.518
6510,0,non-cultivable,0.980
12755,1,cultivable,0.950
445,0,non-cultivable,0.945
7311,1,cultivable,0.889
6571,1,cultivable,0.920
3871,0,non-cultivable,0.689
12677,1,cultivable,0.998
6865,0,non-cultivable,0.999
5078,1,cultivable,0.950
3314,1,cultivable,1.000
8435,0,non-cultivable,0.935
2890,0,non-cultivable,0.855
2724,0,non-cultivable,0.999
10238,0,non-cultivable,1.000
5904,0,non-cultivable,1.000
3621,0,non-cultivable,0.995
10185,1,cultivable,0.964
2016,1,cultivable,0.813
2446,0,non-cultivable,0.932
575,1,cultivable,0.793
9049,0,non-cultivable,0.999
3166,1,cultivable,0.950
7094,1,cultivable,0.731
2949,1,cultivable,0.887
6010,1,cultivable,0.917
3892,1,cultivable,0.950
9677,0,non-cultivable,0.639
2366,1,cultivable,0.845
11496,1,cultivable,0.924
12643,1,cultivable,0.950
10800,0,non-cultivable,0.815
8361,0,non-cultivable,0.744
4539,1,cultivable,0.975
11968,1,cultivable,0.990
5670,1,cultivable,0.998
8609,1,cultivable,0.896
8442,1,cultivable,0.585
6135,1,cultivable,0.999
7743,0,non-cultivable,1.000
4784,0,non-cultivable,0.870
9601,1,cultivable,0.566
1354,0,non-cultivable,0.632
496,0,non-cultivable,0.995
5392,1,cultivable,1.000
11904,1,cultivable,0.894
6665,1,cultivable,0.832
8084,0,non-cultivable,0.957
11946,1,cultivable,0.950
6296,1,cultivable,0.994
10709,0,non-cultivable,1.000
8347,1,cultivable,0.985
11499,1,cultivable,0.737
8813,1,cultivable,0.741
4708,1,cultivable,0.999
2010,1,cultivable,0.743
6070,0,non-cultivable,0.508
5045,0,non-cultivable,0.907
8951,1,cultivable,0.956
5377,1,cultivable,0.745
5049,1,cultivable,0.983
9333,1,cultivable,0.831
3263,0,non-cultivable,0.979
1200,0,non-cultivable,0.966
951,1,cultivable,0.652
1684,1,cultivable,0.730
8458,1,cultivable,0.826
2344,1,cultivable,0.855
3604,0,non-cultivable,0.998
5811,1,cultivable,0.679
11116,0,non-cultivable,0.922
810,1,cultivable,0.985
6346,0,non-cultivable,0.980
9518,0,non-cultivable,0.983
6021,1,cultivable,0.911
206,0,non-cultivable,0.802
12118,1,cultivable,0.950
6683,0,non-cultivable,0.876
2510,1,cultivable,0.521
1574,0,non-cultivable,1.000
2001,1,cultivable,0.863
7024,0,non-cultivable,0.595
4601,0,non-cultivable,0.528
41,1,cultivable,0.727
4475,0,non-cultivable,0.999
4239,1,cultivable,0.994
10187,1,cultivable,0.995
12789,1,cultivable,0.984
4463,0,non-cultivable,0.964
8540,1,cultivable,0.954
1577,0,non-cultivable,0.992
10381,0,non-cultivable,0.946
5832,1,cultivable,1.000
5954,1,cultivable,0.839
6284,1,cultivable,0.993
8509,1,cultivable,1.000
9298,1,cultivable,0.782
9155,1,cultivable,0.711
2413,1,cultivable,0.566
5425,1,cultivable,0.998
8398,0,non-cultivable,0.967
3052,0,non-cultivable,0.718
1973,0,non-cultivable,0.937
1812,0,non-cultivable,0.944
10974,1,cultivable,0.950
907,1,cultivable,0.764
6431,1,cultivable,0.820
5513,1,cultivable,0.618
10439,1,cultivable,0.950
333,0,non-cultivable,0.743
6512,0,non-cultivable,0.995
9754,1,cultivable,0.969
849,1,cultivable,0.923
11292,0,non-cultivable,0.999
6551,1,cultivable,0.856
7087,0,non-cultivable,0.922
6825,0,non-cultivable,0.868
7843,1,cultivable,0.981
7220,0,non-cultivable,1.000
7991,1,cultivable,0.996
4186,1,cultivable,0.606
12869,1,cultivable,0.950
12039,1,cultivable,0.785
5024,0,non-cultivable,1.000
352,1,cultivable,0.641
657,1,cultivable,0.668
5532,1,cultivable,0.996
10574,1,cultivable,0.903
9051,0,non-cultivable,0.999
11326,1,cultivable,0.950
233,0,non-cultivable,0.574
5993,1,cultivable,1.000
9662,0,non-cultivable,0.998
11544,1,cultivable,0.999
4658,1,cultivable,0.950
6025,1,cultivable,0.561
8689,0,non-cultivable,0.999
5092,1,cultivable,0.813
1286,0,non-cultivable,0.630
11429,1,cultivable,0.863
10658,1,cultivable,0.995
6183,0,non-cultivable,0.872
11521,0,non-cultivable,0.852
2775,0,non-cultivable,0.656
692,0,non-cultivable,0.754
1588,0,non-cultivable,0.995
6780,1,cultivable,0.963
9057,0,non-cultivable,0.998
12868,1,cultivable,0.961
2289,0,non-cultivable,0.948
7223,0,non-cultivable,0.536
12543,1,cultivable,0.991
4852,1,cultivable,0.733
9036,0,non-cultivable,0.744
8960,0,non-cultivable,0.621
10479,0,non-cultivable,0.999
12344,1,cultivable,0.950
2503,0,non-cultivable,0.512
6171,1,cultivable,0.948
6057,0,non-cultivable,1.000
7272,1,cultivable,0.798
4297,1,cultivable,0.999
7463,1,cultivable,0.850
4976,1,cultivable,0.999
11959,1,cultivable,0.998
7679,0,non-cultivable,0.692
10075,0,non-cultivable,1.000
8926,1,cultivable,0.831
7983,1,cultivable,0.991
9275,1,cultivable,0.887
4219,0,non-cultivable,0.977
5879,1,cultivable,0.947
5134,1,cultivable,0.990
5412,1,cultivable,0.986
4854,1,cultivable,0.871
12126,1,cultivable,0.999
4295,1,cultivable,1.000
3307,1,cultivable,0.969
7364,1,cultivable,0.753
12487,1,cultivable,0.950
3322,1,cultivable,1.000
9955,0,non-cultivable,0.997
10407,0,non-cultivable,0.611
85,1,cultivable,0.938
3566,1,cultivable,0.991
8439,0,non-cultivable,0.891
4802,1,cultivable,0.949
4080,0,non-cultivable,0.996
5803,1,cultivable,0.883
5972,1,cultivable,0.531
2547,0,non-cultivable,0.897
12147,1,cultivable,0.987
8512,1,cultivable,0.725
2183,0,non-cultivable,0.981
12933,1,cultivable,0.950
8483,1,cultivable,0.528
3642,1,cultivable,0.975
10730,0,non-cultivable,0.512
6428,0,non-cultivable,0.719
291,0,non-cultivable,0.854
461,1,cultivable,0.674
5729,1,cultivable,0.961
9909,0,non-cultivable,0.962
8434,1,cultivable,0.534
8744,0,non-cultivable,0.950
3915,1,cultivable,1.000
1915,1,cultivable,0.566
10126,1,cultivable,0.931
7100,0,non-cultivable,0.890
422,1,cultivable,0.704
3944,1,cultivable,0.717
4071,1,cultivable,0.999
1135,1,cultivable,0.851
6094,1,cultivable,0.540
4907,0,non-cultivable,1.000
3057,1,cultivable,0.918
11817,1,cultivable,0.999
7263,1,cultivable,0.681
2539,1,cultivable,0.917
12824,1,cultivable,0.988
9889,1,cultivable,0.986
5897,0,non-cultivable,0.979
1341,0,non-cultivable,0.999
3238,0,non-cultivable,0.980
6164,1,cultivable,0.997
608,0,non-cultivable,0.671
1968,0,non-cultivable,0.996
339,1,cultivable,0.640
7720,0,non-cultivable,0.901
8887,0,non-cultivable,1.000
6635,1,cultivable,1.000
6625,1,cultivable,0.992
8910,0,non-cultivable,0.998
261,0,non-cultivable,0.984
5599,0,non-cultivable,0.898
6434,1,cultivable,0.954
5655,1,cultivable,0.521
7052,0,non-cultivable,0.866
6162,1,cultivable,0.980
10839,1,cultivable,0.691
11644,1,cultivable,0.770
12285,1,cultivable,0.950
2181,0,non-cultivable,0.998
3430,1,cultivable,1.000
5141,1,cultivable,0.999
3239,0,non-cultivable,1.000
11912,0,non-cultivable,0.621
3699,0,non-cultivable,0.985
9413,1,cultivable,0.999
6072,1,cultivable,0.763
3267,0,non-cultivable,0.756
9455,1,cultivable,0.916
7475,1,cultivable,0.974
11852,1,cultivable,0.950
3486,0,non-cultivable,0.998
12279,1,cultivable,0.950
2156,0,non-cultivable,0.726
12085,1,cultivable,0.997
2575,0,non-cultivable,0.986
6927,1,cultivable,0.605
532,1,cultivable,0.955
4464,0,non-cultivable,0.954
943,1,cultivable,0.975
2251,1,cultivable,0.816
5935,1,cultivable,0.959
3557,1,cultivable,0.880
1900,1,cultivable,0.846
119,0,non-cultivable,0.987
11340,1,cultivable,0.924
1502,0,non-cultivable,0.870
10445,1,cultivable,0.950
2694,0,non-cultivable,0.667
11821,1,cultivable,0.980
2487,1,cultivable,0.716
12564,1,cultivable,0.955
5646,1,cultivable,0.954
9844,1,cultivable,0.979
10020,1,cultivable,0.950
10196,0,non-cultivable,1.000
1554,1,cultivable,0.903
3773,1,cultivable,0.934
8593,0,non-cultivable,0.953
11760,1,cultivable,0.992
10746,1,cultivable,0.763
919,1,cultivable,0.961
1826,0,non-cultivable,0.944
12649,1,cultivable,0.999
9685,0,non-cultivable,0.855
9477,1,cultivable,0.946
2711,0,non-cultivable,0.999
9451,1,cultivable,0.504
6771,1,cultivable,0.736
10454,1,cultivable,0.991
4631,0,non-cultivable,1.000
12171,1,cultivable,0.950
4267,1,cultivable,0.950
6881,0,non-cultivable,0.996
1047,1,cultivable,0.763
865,1,cultivable,1.000
5335,1,cultivable,0.992
4762,0,non-cultivable,0.991
9387,1,cultivable,0.905
5903,0,non-cultivable,1.000
1250,1,cultivable,0.859
8404,0,non-cultivable,0.978
8720,0,non-cultivable,0.910
10846,1,cultivable,0.735
11869,1,cultivable,0.976
10541,1,cultivable,0.586
9262,1,cultivable,0.998
8232,0,non-cultivable,0.995
8980,0,non-cultivable,0.632
163,0,non-cultivable,0.573
6368,0,non-cultivable,1.000
4610,0,non-cultivable,0.991
5539,1,cultivable,0.989
12320,1,cultivable,0.967
8026,1,cultivable,0.752
5230,0,non-cultivable,0.538
43,1,cultivable,0.845
1531,0,non-cultivable,0.664
4252,0,non-cultivable,0.653
12011,0,non-cultivable,0.521
12611,1,cultivable,0.950
11807,1,cultivable,0.978
446,0,non-cultivable,0.928
10597,0,non-cultivable,0.999
4869,1,cultivable,0.999
4417,1,cultivable,0.983
3770,1,cultivable,0.892
6534,0,non-cultivable,0.999
12138,1,cultivable,0.960
2470,0,non-cultivable,0.837
10498,0,non-cultivable,0.799
8081,0,non-cultivable,0.900
4102,0,non-cultivable,1.000
11630,1,cultivable,0.983
10491,1,cultivable,0.663
6079,1,cultivable,0.950
8767,0,non-cultivable,0.576
1891,1,cultivable,0.817
9216,0,non-cultivable,0.998
956,1,cultivable,0.805
3292,1,cultivable,0.950
11816,1,cultivable,0.952
5568,1,cultivable,0.996
5723,1,cultivable,0.870
5838,1,cultivable,1.000
10372,0,non-cultivable,0.991
9781,0,non-cultivable,1.000
3335,1,cultivable,0.889
223,0,non-cultivable,0.996
11671,1,cultivable,0.992
6937,1,cultivable,0.794
9271,0,non-cultivable,0.708
4939,1,cultivable,0.950
10152,1,cultivable,0.973
6398,1,cultivable,0.844
9372,0,non-cultivable,0.999
4322,1,cultivable,0.998
2781,0,non-cultivable,0.544
2173,0,non-cultivable,0.993
2338,0,non-cultivable,0.981
249,0,non-cultivable,0.961
9380,0,non-cultivable,0.937
8949,1,cultivable,0.996
6414,1,cultivable,0.922
6123,1,cultivable,0.684
9163,1,cultivable,0.986
9975,0,non-cultivable,0.780
7584,0,non-cultivable,0.999
5105,1,cultivable,0.950
12826,1,cultivable,0.983
5905,0,non-cultivable,0.997
8761,0,non-cultivable,0.553
8420,0,non-cultivable,0.784
3837,0,non-cultivable,0.986
7700,1,cultivable,0.989
12843,1,cultivable,0.975
4877,1,cultivable,0.835
6830,1,cultivable,0.938
3912,1,cultivable,1.000
12559,1,cultivable,0.981
6535,0,non-cultivable,1.000
3221,0,non-cultivable,0.950
4470,1,cultivable,0.841
10186,1,cultivable,0.986
2807,1,cultivable,0.998
4382,0,non-cultivable,0.629
8850,1,cultivable,0.961
1596,1,cultivable,0.792
12240,1,cultivable,0.961
1564,0,non-cultivable,0.856
6636,1,cultivable,0.999
9562,1,cultivable,0.996
9672,1,cultivable,0.606
3092,0,non-cultivable,0.837
5413,1,cultivable,0.949
7744,0,non-cultivable,1.000
3864,0,non-cultivable,0.987
3968,0,non-cultivable,1.000
4638,1,cultivable,0.997
656,1,cultivable,0.681
1343,0,non-cultivable,0.999
4849,1,cultivable,0.993
6313,1,cultivable,0.999
11458,1,cultivable,0.956
5472,0,non-cultivable,0.997
9530,0,non-cultivable,0.992
274,1,cultivable,0.647
6211,0,non-cultivable,1.000
5649,1,cultivable,0.803
5711,1,cultivable,0.504
8225,0,non-cultivable,0.991
8422,0,non-cultivable,0.953
1627,1,cultivable,0.837
1838,1,cultivable,0.609
8078,0,non-cultivable,0.999
4540,1,cultivable,0.994
10639,1,cultivable,0.996
2321,1,cultivable,0.970
9344,0,non-cultivable,0.951
9132,1,cultivable,0.951
12068,1,cultivable,0.987
6334,1,cultivable,0.973
1265,1,cultivable,0.972
2043,0,non-cultivable,0.943
7436,1,cultivable,0.705
6838,0,non-cultivable,0.534
12302,1,cultivable,0.956
4366,1,cultivable,0.973
2740,1,cultivable,0.683
7634,1,cultivable,0.755
236,1,cultivable,0.626
2819,0,non-cultivable,0.978
4547,1,cultivable,0.970
12190,1,cultivable,0.951
2798,1,cultivable,1.000
3891,1,cultivable,0.950
4495,0,non-cultivable,0.989
11044,1,cultivable,0.976
3167,1,cultivable,0.950
2230,1,cultivable,0.950
9251,1,cultivable,0.996
1957,1,cultivable,0.789
9570,1,cultivable,0.991
2198,0,non-cultivable,0.774
3615,0,non-cultivable,0.928
10018,1,cultivable,0.951
7595,1,cultivable,0.740
10084,0,non-cultivable,1.000
7778,0,non-cultivable,0.840
4945,1,cultivable,0.977
2928,1,cultivable,1.000
4253,1,cultivable,0.957
10753,1,cultivable,0.930
3428,1,cultivable,1.000
4086,0,non-cultivable,0.978
5086,1,cultivable,0.987
7505,1,cultivable,0.847
774,1,cultivable,0.897
4250,1,cultivable,0.695
2211,0,non-cultivable,0.929
9798,0,non-cultivable,0.895
8235,0,non-cultivable,1.000
12447,1,cultivable,0.950
7934,1,cultivable,0.656
8034,0,non-cultivable,0.942
9830,0,non-cultivable,0.860
1961,0,non-cultivable,0.888
7080,0,non-cultivable,0.981
1344,0,non-cultivable,0.997
3158,1,cultivable,0.977
11967,1,cultivable,0.967
7687,0,non-cultivable,0.782
6463,1,cultivable,0.999
9792,0,non-cultivable,0.598
11705,1,cultivable,0.998
1807,0,non-cultivable,0.756
7656,1,cultivable,0.997
2392,1,cultivable,0.933
5738,0,non-cultivable,1.000
1500,0,non-cultivable,0.783
2442,0,non-cultivable,0.907
6064,0,non-cultivable,0.998
4644,1,cultivable,0.677
8680,0,non-cultivable,0.901
7309,1,cultivable,0.983
1671,1,cultivable,0.989
1790,1,cultivable,0.773
3246,1,cultivable,0.965
12188,1,cultivable,0.999
4090,0,non-cultivable,0.998
7044,0,non-cultivable,0.998
5287,1,cultivable,0.998
8805,0,non-cultivable,0.990
3418,1,cultivable,0.987
12912,1,cultivable,0.999
12584,1,cultivable,0.955
2886,1,cultivable,0.542
5293,1,cultivable,0.927
9863,1,cultivable,0.994
12130,1,cultivable,0.999
7037,0,non-cultivable,1.000
9990,1,cultivable,0.619
11771,1,cultivable,0.897
3829,0,non-cultivable,0.725
3972,0,non-cultivable,1.000
5597,0,non-cultivable,0.670
4968,1,cultivable,1.000
8898,0,non-cultivable,0.994
6930,1,cultivable,0.732
7394,0,non-cultivable,1.000
4803,1,cultivable,0.950
8082,0,non-cultivable,0.969
12236,1,cultivable,0.950
2988,1,cultivable,0.999
1568,0,non-cultivable,0.974
8263,0,non-cultivable,0.793
11610,1,cultivable,0.950
10901,0,non-cultivable,1.000
2215,1,cultivable,0.701
11107,0,non-cultivable,1.000
6633,1,cultivable,0.999
10778,1,cultivable,0.950
1280,0,non-cultivable,0.703
9510,0,non-cultivable,0.998
4394,1,cultivable,0.870
5017,1,cultivable,0.813
4436,1,cultivable,0.975
9134,1,cultivable,0.857
8200,0,non-cultivable,1.000
9914,1,cultivable,0.923
8660,0,non-cultivable,0.552
7354,1,cultivable,0.507
12516,1,cultivable,0.956
11583,0,non-cultivable,0.563
12707,1,cultivable,0.982
1132,1,cultivable,0.808
4738,1,cultivable,0.967
10,1,cultivable,0.988
4037,1,cultivable,1.000
4889,0,non-cultivable,0.996
2735,1,cultivable,0.615
1714,1,cultivable,0.989
8756,0,non-cultivable,0.816
11338,1,cultivable,0.989
2684,0,non-cultivable,0.572
11178,1,cultivable,0.901
5181,0,non-cultivable,1.000
8611,1,cultivable,0.990
12452,1,cultivable,0.972
10313,1,cultivable,0.950
11335,1,cultivable,0.995
5799,1,cultivable,0.542
1149,0,non-cultivable,0.952
2438,0,non-cultivable,0.933
5712,1,cultivable,0.998
9917,1,cultivable,0.803
11194,0,non-cultivable,0.950
4751,0,non-cultivable,0.990
3401,0,non-cultivable,0.699
9874,1,cultivable,0.950
10586,1,cultivable,0.519
8160,1,cultivable,0.999
3857,1,cultivable,0.985
4492,0,non-cultivable,1.000
6763,1,cultivable,0.999
3044,0,non-cultivable,0.551
1429,1,cultivable,0.706
4246,1,cultivable,0.591
3371,1,cultivable,1.000
7335,1,cultivable,0.852
11560,1,cultivable,0.997
9822,0,non-cultivable,0.986
10007,0,non-cultivable,0.732
3027,1,cultivable,0.950
3105,0,non-cultivable,0.949
12693,1,cultivable,0.950
9838,1,cultivable,0.992
12045,1,cultivable,0.951
8156,1,cultivable,0.999
1078,0,non-cultivable,0.539
3159,1,cultivable,0.988
7319,1,cultivable,0.984
6954,1,cultivable,0.988
6980,1,cultivable,0.994
2788,1,cultivable,0.942
558,1,cultivable,0.817
8025,1,cultivable,0.969
3118,0,non-cultivable,0.997
3341,1,cultivable,0.705
3243,0,non-cultivable,0.888
792,1,cultivable,0.921
6307,1,cultivable,1.000
2403,1,cultivable,0.988
9690,1,cultivable,0.677
6295,1,cultivable,0.992
8847,0,non-cultivable,0.976
1484,1,cultivable,0.999
10118,1,cultivable,0.757
3131,0,non-cultivable,0.743
9065,0,non-cultivable,1.000
10458,1,cultivable,0.709
8109,1,cultivable,0.560
2946,1,cultivable,0.855
10847,1,cultivable,0.720
2307,0,non-cultivable,0.999
12439,1,cultivable,0.950
2236,1,cultivable,0.784
8013,1,cultivable,0.990
10382,0,non-cultivable,0.835
3634,1,cultivable,0.621
1800,0,non-cultivable,0.902
11130,1,cultivable,0.849
7158,1,cultivable,0.983
987,1,cultivable,0.838
10706,0,non-cultivable,0.940
12679,1,cultivable,0.951
132,0,non-cultivable,0.996
4796,1,cultivable,0.950
11960,1,cultivable,0.997
5028,0,non-cultivable,1.000
9492,0,non-cultivable,0.992
4170,1,cultivable,1.000
3233,0,non-cultivable,0.998
6940,1,cultivable,0.977
7009,0,non-cultivable,0.998
2994,0,non-cultivable,0.879
1655,1,cultivable,0.678
6262,1,cultivable,0.509
1442,0,non-cultivable,1.000
3471,0,non-cultivable,1.000
1085,1,cultivable,0.945
9497,0,non-cultivable,0.881
6236,1,cultivable,0.950
1489,1,cultivable,0.642
2967,0,non-cultivable,1.000
9253,1,cultivable,0.998
4140,1,cultivable,0.951
6292,1,cultivable,0.998
10269,0,non-cultivable,0.534
3862,1,cultivable,0.578
7026,0,non-cultivable,0.850
4845,1,cultivable,0.986
2482,1,cultivable,0.930
712,1,cultivable,0.894
3911,1,cultivable,0.999
9386,1,cultivable,0.999
6507,0,non-cultivable,0.977
8180,1,cultivable,0.849
11048,1,cultivable,0.998
930,1,cultivable,0.569
5978,1,cultivable,0.999
6648,0,non-cultivable,0.966
6496,0,non-cultivable,0.922
11363,0,non-cultivable,0.991
11007,0,non-cultivable,0.936
1136,1,cultivable,0.941
9340,0,non-cultivable,0.933
9042,0,non-cultivable,0.999
6006,0,non-cultivable,0.961
1390,0,non-cultivable,0.633
12057,1,cultivable,0.950
6277,1,cultivable,0.807
9384,0,non-cultivable,0.975
1573,0,non-cultivable,0.992
9534,0,non-cultivable,0.947
8051,1,cultivable,0.993
2591,0,non-cultivable,0.611
8697,1,cultivable,0.946
9974,1,cultivable,0.991
12179,1,cultivable,0.950
465,1,cultivable,0.965
3719,0,non-cultivable,0.999
8599,1,cultivable,0.575
3828,1,cultivable,0.588
11216,1,cultivable,0.690
2623,1,cultivable,0.923
744,1,cultivable,0.953
10614,0,non-cultivable,0.643
11008,0,non-cultivable,0.999
11505,1,cultivable,0.618
6367,0,non-cultivable,1.000
3419,1,cultivable,0.956
9316,1,cultivable,0.997
12284,1,cultivable,0.951
1844,0,non-cultivable,0.964
2612,1,cultivable,0.631
9639,0,non-cultivable,0.977
9763,1,cultivable,0.819
8942,1,cultivable,0.999
2737,0,non-cultivable,0.962
9734,1,cultivable,0.950
6268,1,cultivable,0.917
1053,1,cultivable,0.652
8629,1,cultivable,0.998
12086,1,cultivable,0.991
2827,1,cultivable,0.633
8052,1,cultivable,0.996
2278,1,cultivable,0.849
6405,1,cultivable,0.688
2769,1,cultivable,0.964
10406,1,cultivable,0.992
4832,1,cultivable,1.000
5060,0,non-cultivable,0.996
9241,1,cultivable,0.931
12563,1,cultivable,0.954
7617,1,cultivable,0.644
8556,0,non-cultivable,0.875
12425,1,cultivable,0.950
12474,1,cultivable,0.950
2454,0,non-cultivable,1.000
4136,1,cultivable,0.950
8151,1,cultivable,0.959
8706,1,cultivable,0.968
2974,0,non-cultivable,0.999
379,1,cultivable,0.902
11024,0,non-cultivable,0.948
8009,1,cultivable,0.958
8832,1,cultivable,0.997
12172,1,cultivable,0.950
6594,1,cultivable,0.978
187,0,non-cultivable,0.973
9168,1,cultivable,0.979
10676,1,cultivable,0.991
8280,0,non-cultivable,0.612
7904,0,non-cultivable,0.997
7154,1,cultivable,0.993
2937,1,cultivable,0.999
10526,1,cultivable,0.925
6541,0,non-cultivable,0.999
6285,1,cultivable,0.886
2761,1,cultivable,0.951
3315,1,cultivable,0.996
8753,0,non-cultivable,0.645
1771,1,cultivable,0.810
4480,0,non-cultivable,0.997
6726,1,cultivable,0.848
12289,1,cultivable,0.950
6814,1,cultivable,0.913
2115,1,cultivable,0.885
6945,1,cultivable,0.828
1231,0,non-cultivable,0.990
9895,1,cultivable,0.998
5662,1,cultivable,0.595
2473,1,cultivable,0.578
9640,1,cultivable,0.750
2003,1,cultivable,0.509
3813,1,cultivable,0.990
7132,1,cultivable,0.996
762,0,non-cultivable,0.886
11693,1,cultivable,0.979
8072,0,non-cultivable,0.813
3905,1,cultivable,0.939
3275,1,cultivable,0.559
6525,0,non-cultivable,0.997
4684,1,cultivable,0.607
3714,0,non-cultivable,1.000
6747,1,cultivable,0.528
11943,1,cultivable,0.998
6766,1,cultivable,0.966
8339,1,cultivable,0.512
8239,0,non-cultivable,0.998
3827,0,non-cultivable,0.636
10109,1,cultivable,0.554
3247,1,cultivable,0.999
10803,0,non-cultivable,0.998
4166,1,cultivable,0.984
5378,1,cultivable,0.974
12025,1,cultivable,0.985
2908,0,non-cultivable,0.627
6515,0,non-cultivable,0.980
11563,1,cultivable,0.961
9305,1,cultivable,0.935
12283,1,cultivable,0.950
837,1,cultivable,0.549
4420,1,cultivable,0.986
1269,0,non-cultivable,0.999
11690,1,cultivable,0.976
770,1,cultivable,0.785
11552,1,cultivable,0.950
4996,1,cultivable,0.998
12731,1,cultivable,0.997
9940,0,non-cultivable,0.928
10399,1,cultivable,0.994
33,1,cultivable,0.998
9893,1,cultivable,0.950
1644,1,cultivable,0.884
11911,1,cultivable,0.849
8530,0,non-cultivable,0.992
8457,1,cultivable,0.621
2985,0,non-cultivable,0.761
7862,0,non-cultivable,0.840
3331,1,cultivable,0.950
10759,1,cultivable,0.590
10582,0,non-cultivable,0.882
6124,1,cultivable,0.766
2645,1,cultivable,0.790
5666,1,cultivable,0.812
7747,0,non-cultivable,0.997
1148,0,non-cultivable,0.993
4152,1,cultivable,0.924
9206,0,non-cultivable,1.000
1517,1,cultivable,0.992
7268,1,cultivable,0.628
4284,1,cultivable,0.806
363,0,non-cultivable,0.991
9875,1,cultivable,0.950
8181,1,cultivable,0.766
3636,1,cultivable,0.675
12366,1,cultivable,0.924
1921,0,non-cultivable,0.979
10961,1,cultivable,0.856
6280,1,cultivable,0.693
10934,1,cultivable,0.937
12211,1,cultivable,0.955
10942,1,cultivable,0.576
1770,1,cultivable,0.757
2376,1,cultivable,0.860
12943,1,cultivable,0.969
1976,0,non-cultivable,0.669
5153,1,cultivable,0.910
5940,1,cultivable,0.907
7102,1,cultivable,0.589
10904,0,non-cultivable,0.795
112,0,non-cultivable,0.876
3257,0,non-cultivable,0.983
3503,0,non-cultivable,0.999
12764,1,cultivable,0.951
11404,1,cultivable,0.950
1095,1,cultivable,0.598
3500,0,non-cultivable,0.863
1183,0,non-cultivable,0.809
431,1,cultivable,0.805
2204,0,non-cultivable,0.868
12449,1,cultivable,0.996
7665,1,cultivable,0.999
2081,0,non-cultivable,0.964
11270,1,cultivable,0.544
11154,1,cultivable,0.950
4235,1,cultivable,0.694
9802,0,non-cultivable,0.958
9304,1,cultivable,0.929
12823,1,cultivable,0.984
6128,1,cultivable,0.613
10795,0,non-cultivable,0.999
4068,1,cultivable,0.984
8155,1,cultivable,0.992
10991,1,cultivable,0.988
460,1,cultivable,0.503
12555,1,cultivable,0.993
7299,1,cultivable,1.000
6234,1,cultivable,0.950
5856,1,cultivable,0.924
12745,1,cultivable,0.950
2346,1,cultivable,0.979
6829,0,non-cultivable,0.575
4217,0,non-cultivable,0.973
126,1,cultivable,0.965
2521,1,cultivable,0.835
10516,1,cultivable,0.842
12311,1,cultivable,0.996
5263,1,cultivable,0.988
5163,0,non-cultivable,1.000
11535,1,cultivable,0.950
10660,1,cultivable,0.950
2609,1,cultivable,0.860
11549,1,cultivable,0.950
11290,0,non-cultivable,0.992
1020,1,cultivable,0.743
5461,0,non-cultivable,1.000
2800,1,cultivable,0.993
11992,1,cultivable,0.951
4158,1,cultivable,0.978
8803,1,cultivable,0.930
12631,1,cultivable,0.997
10559,1,cultivable,0.950
10891,1,cultivable,0.991
5444,0,non-cultivable,0.998
6986,0,non-cultivable,0.606
65,1,cultivable,0.546
10651,0,non-cultivable,0.600
5164,0,non-cultivable,1.000
10960,1,cultivable,0.870
7644,1,cultivable,0.985
6558,1,cultivable,0.989
5355,1,cultivable,0.950
8470,1,cultivable,0.999
10106,1,cultivable,0.593
12934,1,cultivable,0.961
9540,0,non-cultivable,0.689
619,1,cultivable,0.657
9004,0,non-cultivable,0.962
11149,1,cultivable,0.999
6476,1,cultivable,0.980
7286,1,cultivable,0.969
3284,0,non-cultivable,0.552
4015,1,cultivable,0.950
